Comment,is_hate
Im surprised nobody's talking about The Office reference 😭,0
aisalaaaaaa 🔥,0
No 1 All rounder,0
Apnare Boss paile ar ki lage😁,0
Seme same but where the difference¿‽,0
Young Salman meets old salman,0
Its exactly like them pictures of Shahrukh Khan which young Shahrukh Khan meets the new Shahrukh Khan and they look totally different,0
Eta ki Chilo Salman Mohammad Muqtadir Bhai😆,0
Now you look like an NSU Business School alumni,0
Best of the best. Salman Mohammad Muqtadir bhai❤️,0
চালকুম ভাই চালকুম 🥴,0
Good to see you both 😀😅😀,0
লেওয়া দুইখান,0
"Kam da jani ki? Mane sign in na korle dekha jay na to detail, comments e O kichu naiEktu bole diyen kew",0
"To be good in life, you have to hunt a lot.☹️",0
চুদলিং পং,0
I'm excited to see what Brownfish Army is all about,0
"ভাইয়ে একটা টাক মাথার সালমান ও চাই ,  Salman Mohammad Muqtadir",0
"Step Daddy, Step Son 😜Waiting for Step mom 🫣",0
"Salman Mohammad Muqtadir ভাইয়ে, প্রথমে মনে করছিলাম, ইলন মাস্ক আর সাথেরটা ইলন মাস্কের ছোট ভাই সালমান মাস্ক 😑😑",0
পিনাকী ভট্টাচার্য স্যার,0
#NAME?,0
Same Same but Different 🙂,0
"মামুর বেটা ,,একদিকে জামাত-শিবিরের যন্ত্রণা  আরেকদিকে জ্বালায় মামুর বেটা,, শান্তি নাইরে",1
Äñ T Ør,0
রাজাকার বাহিনী,1
😁😁,0
No one is looking like you 😂,0
আসসালামু আলাইকুম ভাইজান আপনি কি শুনছেন আরএস ফাহিম ফাহিম বাংলাদেশে আসছে এই খানকির পোলারে কিছু বলবেন না ভাই,1
Bandor da koi,0
ভন্ড,0
Good,0
Niks Indian,0
I have always dreamed to work with you. let's see how far I could approach you.,0
Duble part,0
বিদেশিদের সাথে হাত মিলিয়ে কি প্রমাণ করলেন? ধুর আপনারে বয়কট করলাম 😒,0
Abar ki😒,0
Bro 🥸,0
মুক্তাদি! ❤️,0
2 tai 😆,0
The office!  😐,0
Bro do you say anything about last night,0
The Brownfish Army,0
And who is meeting who?,0
Salmanstien meeting Salman Gets,0
মাশাআল্লাহ 🌻🌻🥰,0
Goat,0
দেশের শাসন ব্যবস্থাও সেইম,0
Bhaii apnr post e comment kortew voyy lage kokhon kii reply diye felen🙂🙂,0
Faaaaa,0
joker 😁,0
প্রিয় সালমান মুক্তাদির ভাই আপনি বেরিস্টার সুমন ভাইর মুক্তির বিষয় কিছু বলেন।কোন কারণে তাকে এত দিন জেলে রাখা হয়েছে 😢😢,0
একটা হইল সালমান ভাইয়ের দাদু  তার পাশে চাচ্চু 🤣🤣🤐,0
",😂",0
সলামান ভায়ের নিজের বাচ্চা দেখতে চাই।,0
gob gob gob😁😹,0
সাকিব আল হাসান 🏏🫀🇧🇩,0
বাংলাদেশ জান বাংলাদেশ প্রাণ সাকিব আল হাসান,0
"Assault on Nayeem Hasan by PoliceThe IncidentOn the night of Friday, June 12, 2026, cricketer Nayeem Hasan arrived in Chattogram from Dhaka after participating in a match. While returning home from the airport via a CNG-run autorickshaw, his vehicle was stopped by police at the toll plaza area of the Lalkhan Bazar flyover in Chattogram city.Assault and HarassmentNayeem Hasan alleged that despite identifying himself, Sub-Inspector (SI) Shafiqul Islam of Khulshi Police Station, Constable Russell, and a police source named Sohel dragged him out of the autorickshaw and assaulted him with sticks and pipes. He was then taken to the police station, where he faced further harassment. He was eventually released following the intervention of Bangladesh Cricket Board (BCB) officials.Legal ActionFollowing the incident, Nayeem Hasan’s brother, Sabbir Hasan, filed a case at the Khulshi Police Station, naming SI Shafiqul, Constable Russell, and the police source, Sohel, as defendants.Administrative MeasuresIn response to the incident, SI Shafiqul and Constable Russell were initially withdrawn (closed) to the police lines and subsequently suspended from duty. Additionally, the police source, Sohel, has been arrested. The Chattogram Metropolitan Police (CMP) has formed a three-member investigation committee to probe the matter.Overall SituationThe assault on Nayeem Hasan has sparked deep concern and widespread condemnation from the Bangladesh Cricket Board (BCB), the cricketers' association, and various other stakeholders.",0
Bhai 75 love you,0
❤️‍🩹❤️‍🩹,0
জোয়ারি ভাই কেমন আছেন,0
বাংলাদেশে অনেক অলরাউন্ডার আসবে যাবে কিন্তু সাকিব আল হাসান একজনও আসবে না 😌কিং আল হাসান 👑 Shakib Al Hasan 🥀🇧🇩♥️,0
❤️‍🔥❤️‍🔥❤️‍🔥,0
আপনার ২৭ সালের ওডিআই বিশ্বকাপ এ খেলার সুযেগ করা উচিত 🥰,0
Rimon Khan Ho vai,0
Miss u Boss🇦🇷🇦🇷,0
♥️♥️♥️♥️,0
SHAKIB AL HASINA,0
"এই তোরা কি রে??? খেলা বুজোস চোর ডাকাত বরে গেছে সেটার জন্য কেও কিছু বলবে না, খেলাটাকে সেস করে দিছে এও দেশের মানুষ গুলা",0
এই দল টা আপনা'কে ছাড়া বড্ড ফাকা লাগে বস। ( Places  come beak)  😴🫶,0
Sakib is king 👑,0
এক Shakib Al Hasan দেশের বাহিরে লক্ষ্য সাকিব খেলার মাঠে ❤️🇧🇩,0
"সব সময় সর্বশ্রেষ্ঠ অলরাউন্ডার ইন দা ওয়ার্ল্ড Shakib Al Hasan যেখানেই থাকুন সুস্থ থাকুন আমাদেরকে ভালো ভালো খেলা উপহার দিন।পুরো পৃথিবীতে  যদি ৭০০ কোটি ফ্যান আপনার থাকে তার ভিতরে আমি ১ জন,পৃথিবীতে যদি একজন ফ্যান থাকে সেটাও আমি। দোয়া ও ভালোবাসা রইলো সবসময় আপনার জন্য ❤️🌹#Mr75",0
Bangladesh Time ???,0
leader✅,0
Old is gold,0
🏏🇧🇩❤️‍🩹❤️‍🩹,0
💝💟,0
প্রিয় সাকিব🇧🇩❤️,0
লা ভিউ সাক্কু ভাই 💔,0
All time king for Bangladesh 💯💯💯,0
👍👍,0
❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹,0
বাংলাদেশের সর্বকালের সেরা অলরাউন্ডার সাকিব আল হাসানের জন্য শুভকামনা রইল 22 গজে আপনাকে দেখতে চাই আগের রূপে 75🇧🇩🇧🇩🇧🇩🥰♥️🥰,0
পাওয়ার অফ 75 যেখানে সবাই মেসি আর নেইমার ফ্যান সেখানে আমি এক সাকিব ফ্যান 💗,0
"চুক্তিটি শেষ করা খুব, খুব সহজ, কিন্তু এর জন্য আমাদের খরচ হবে $15,000৷ চুক্তি বাতিল করতে আপনি আপনার বাড়িতে কোথাও যাবেন না যখন চুক্তিটি শেষ করতে আমাকে সাহায্য করার সময় হয়। আমি আপনাকে বিশ্ব স্বাস্থ্য সংস্থার আফগানিস্তান অধ্যায়ের কন্ট্রোলার জেনারেলের যোগাযোগের ঠিকানা দেব তারপর আপনি তার ইমেল ঠিকানার মাধ্যমে তার সাথে যোগাযোগ করবেন এবং তিনি আপনাকে আমার বাগদত্তা হিসাবে পূরণ করার জন্য একটি ফর্ম দেবেন এইভাবে তারা আপনাকে জিজ্ঞাসা করবে কেন আপনি আমার চুক্তি বাতিল করতে চান, তারপর আপনি তাদের বলবেন যে আমরা দুজনেই বিয়ে করতে চাই। তারপর তারা আপনাকে আমার চুক্তি শেষ করতে 15,000 হাজার ডলার দিতে বলবে",0
Shakib,0
নাম্বার ওয়ান সাকিব,0
Sakib he is great  one number one cricketer in the world leaders.. 75 💝🇧🇩💐❤️he is Bengali king....,0
🥰❤️‍🔥,0
🥰🥰🥰🥰🥰🇧🇩🇧🇩,0
🤍🤍,0
Boss ❤️,0
Shakib Al Hasan SAH75 শুধু তোমার অপেক্ষায়,0
🌺,0
🖤🥀,0
Mas Allah vaiya,0
💥💥💥,0
I miss You 🥲,0
💖💟,0
বাংলাদেশের ক্রিকেট টিমের (৭৫)নাম্বার জার্সি গায়ে দেয়া মানুষটাকে মিস করতেছি🥹,0
Safa's Macrame Craft Following my craft page...,0
Shakib Al Hasan 💝,0
💝💝💝💝💝,0
"This mantra should be recited 786 times on the moon light night or dark night in the same manner. Then, at any time, recite it 3 times in one breath and blow 3 times with both palms together, then, clap 3 times in this way 3 times,,,, this mantra will destroy the hand of Dajjal. Mantra: (Bindi Ola Bindibu Sahamarad Poche Ahmmad Khao Sob Dajjaler eksto ek  mundra vasmo hoye  jao)You should do your deeds regularly, the world war will stop. I will reach my place, InshaAllah,,,. First apply this mantra and then do the other one I gave you. These black magic mantras,, and my miraculous power is different, those will not work for you.,,,, Dajjal will not find any way and will say I will repent. I want to get better.",0
আলহামদুলিল্লাহ,0
🥺🤍,0
জুয়ারি সাকিব,0
Ridumon,0
যে ‌‌।,0
বস তোমার খে দেখিনা অনেক দিন হলো🥲🥲মিস করি বস তোমাকে 🥲,0
❤️🥀❤️,0
Miss you bosss🇧🇩🫶,0
আসসালামু আলাইকুম প্রিয় ফেসবুক বন্ধুরা আমরা সবাই সবাকে লাইক কমেন্ট শেয়ার ফলো করে সহযোগিতা করি সকলেই সফল হবো ইনশাআল্লাহ ❤️💙,0
Our king 🔥,0
বাংলাদেশের প্রাণ Shakib Al Hasan 🇧🇩❤️,0
বাংলার নবাব আল হাসান SAH75 king,0
নিজেরে নিজে legend declare করলি নাকি পলাতক ফাঁসির আসামি Shakib Al Hasan !!!,0
SAH75👑🥰🇧🇩,0
75,0
রেকর্ড আল হাসান,0
Mr 75 💚🇧🇩🍀,0
সাকিব ভাই আসসালামু আলাইকুম কি অবস্থা কেমন আছেন একটা ভিসা দেওয়া যাবে আমেরিকার,0
❤️🇧🇩,0
🇧🇩❤️,0
Vai please reply,0
"ঠিক আছে ব্রোহ আপনে লিজেন্ড,, সুন্দর মজা করতে পারেব😮‍💨",0
❤️‍🩹,0
But would your Sharia Law permit this? :/,0
"If ""অস্ত্র জমা দিয়েছি, ট্রেনিং না"" had a face.Mahir khan🔥🔥🙏",0
Man!!He sounds exactly same what he used to be 14 years back!! ❤️,0
This guy changed the whole rock scene 🤘 Still carrying the vibe with the same energy 😌,0
the man the myth the MAK!,0
"ফলোয়ার হচ্ছে গাছের শেকড়,আর আমরা হচ্ছি তার তার ডালপালা যত কমেন্ট তত পরিচিতি আর যত রিপ্লাই কমেন্ট আর লাভ রিঅ্যাকশন দিবেন তত এনগেজমেন্ট আর ফলোয়ার পাবেন ❤️😥❤️😥❤️",0
Two of your friends were there. You shouldn't miss this event brother,0
One of my biggest regrets in the past decade!,0
"The Myth, the Legend, Maher Khan bhai! ♥️",0
শেষমেশ মাহের ভাই কামব্যাক দিছে 💜🔥,0
GOAT...💥,0
"শরীয়াহ আইন চাও,গান বাজনাও চাও। তুমি এত ডেলুলু কেন?",0
"Being born in 2006 i never watched him live. Back when I was 12–13, my brother used to show me Nemesis performances and that’s honestly how I started discovering band music. Maher  bhai became a huge part of that phase of my life, and through my brother, I somehow became a fan too.I’ve been a fan for all these years without ever getting to see him perform live, so seeing him back now feels insanely emotional and personal to me. God bless him.",0
"Those who missed the show, you guys missed an experience for a lifetime!!🤘yahhh.. the mak comeback 🤘",0
দেশে হামে শিশু মরে ধর্ষনে শিশু মরে আর শুয়রের বাচ্চারা আছে আনন্দে,0
Inspiration for 90's kids,0
লিজেন্ড মাহির খান কি দেখাইলো 💥🥺,0
শরিয়া আইনে গিটার বাজানো যাবে?,0
Goat 🙌,0
Love u maher bro ❤️❤️❤️❤️🤘,0
5 bar shunlam mone hoy,0
MD Gunjon Ahmed,0
🤘,0
I was there😥,0
শরীয়া আইনে কি গিটার বাজানো যাবে?,0
Hell yaaa🙄🤔,0
"That guitar solo, ei lok dekhi ekhono ager motoi bajaitese, kemne ki",0
এতদিন উনি কোথায় ছিলেন?,0
"Shariah be like: lashes for everyoneeeeeeee. you get 100, you get 100, everyone gets 100",0
Sharia aine guitar bajano jabe?,0
এগুলা শরিয়াহ বিরুধী,0
The event took when ?,0
OMG..Karee dekhlam eita..,0
পিও ভাইটি ভুলে গেচেন এগ্লা শরিয়ত বিরোধী😔,0
Kire tor na sharia lagbo?,0
Maher bhai🔥,0
It's okay. Don't cry. Focus on being an influencer.,0
The myth the legend Maher Khan 🥹,0
"স্টাইল + কমফোর্ট একসাথে চাইলে এই পাঞ্জাবিটা মাস্ট ট্রাই 💯লিমিটেড স্টক, শেষ হয়ে গেলে আবার পাবে কিনা সিওর না।  ডিটেইলস জানতে নক দাও NOOR#নূর #Panjabi #MensWear #BangladeshFashion",0
ᥫᩣ,0
Vai c**d*m bisheshoggo re niye kicu bolen 😌,0
"Today people are applauding him, but on the Day of Judgment no one will carry his sins for him. Allah says:‘And of the people is he who buys idle talk to mislead others from the way of Allah without knowledge… for them will be a humiliating punishment.’— Quran 31:6And Allah also says:‘Do not help one another in sin and transgression.’— Quran 5:2Instead of celebrating someone’s return to a doubtful or sinful path, a believer should pray for their guidance and steadfastness upon repentance.",0
@highlight শরীয়াপন্থী জান্নাতি কনসার্ট Salman Mohammad Muqtadir 🤣🤣🤣,0
পথভ্রষ্ট,0
"The song and also this part, same vibe..omg..koi chilo uni eto din!",0
"Hi- Im EggGPT, your Ai assistent. You cen ask me anithing. Thenk you!",0
🙌🏽,0
He is My Ustaad 🤍,0
নাইস পিক,0
Nice couple 😉,0
Salman Mohammad Muqtadir vai notification dekhe vabsi Rs Fahim Chowdhury er bepare kono post …opekhay achi apnar judgement er..😐,0
Congratulations bro💙,0
ভাই Rs fahim niye kiso 🙏,0
"সেই ভাই সেই, কিন্তুূ জুতা কই?",0
Looking cute together,0
কুলাঙ্গার,0
জুতা কই 🌚,0
আন্টির হাসির চেয়ে ভাইয়ের হাসি বেশি সুন্দর কেন 🤣,0
💕,0
কিউট কাপল,0
Love ❤️,0
"আপনি মহান ভাই, আপনি জিতছেন ভাই আপনি জিতছেন",0
Masallha sundor lagce,0
Hot Couple,0
বাংলাদেশের সেরা একটা জিনিস সালমান 🔥🔥,0
❤️💞,0
সিনেমার হিরোইনদের মতো,0
Ahh bro love you 🫶😌,0
Thikbe na thikbe na💔🥱,0
দিশা ভাবির Apex এর জুতা গুলো কই?,0
♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,0
খেতে মজা মুড়ি*******,0
🥰😍🤩,0
Bro ei Drum sound kemon dische?,0
সালমান মুক্তাদি ভাই এতো বুঝেও দুনিয়ার মায়ায় আসক্ত,0
ভালোই,0
এদের জুটিটা আমার ভাল লাগে,0
Sugar mommy 🫵😁,0
Salman Mohammad Muqtadir bro...It's really nasty and bad smell 🤭how can you suffer your life with her!! It’s a like Expired O waaak🤮🤮,0
Ask korlam...I hope you don't mind .......Vai.....vavi ki pregnant ?????,0
"Twinkle twinkle little star ,Muktadir vai have a big .......🤐",0
Thanks,0
buy one gate 3,0
স্টাইল ফরমাল + ক্যাজুয়াল,0
Kemon dey,0
বু ড়ি,0
Awww🥰🥰🥰,0
ডিস্কো লাইট  টা সুন্দর তো,0
বিউটিফুল,0
সুন্দর,0
আগুন পানি 😄,0
কড়া,0
কঠিন,0
Very nice,0
all money power,0
Chapri,0
Looking great togather 🙂,0
Nice couple,0
ভাই তোমার বউয়ের থেকে তুমি বেশি সুন্দর,0
Jongi,0
Is that a baby bump.....!?!!! Mash alllah....💜💜💜,0
Death is better than exposing your wife like that,0
আর ভালো হলি না,0
💜,0
Asa,0
🧡💥,0
বেশাবেশ্যা চুন্দর,0
Hero,0
Old is Gold,0
Her fitness!,0
🚩,0
গুরু কাচ্চি ডাইনে ভাবিকে ভরপেট খাইয়েছো নাকি।,0
Bai oitar Promotion koron nai?,0
ZA YN Bappi nope!!🙂,0
❤️ Salman + CIKNA Girl   2 love 🥰,0
Baby hoba mona hoi🙄🙄,0
সালমান এখনও একটা বাঁচ্চা নেই নাই৷ তার মানে???,0
Congratulations professor,0
Onek cute lagc apu &bhaiya,0
Vai vatiji gula koi 😊,0
Wonderful couple ever..💕,0
Nice 🙂,0
Ata ai,0
💟,0
Nice 👌,0
😃,0
♥️♥️,0
Bro new song kobe ber korba ??,0
Pregnant?🕊️,0
Upcoming Brownfish naki blackfish?,0
Finally you shaved that 'moch'.. finally!!!,0
I hope another good news waiting for uss 🫠🫶,0
Aj kal sobai dekhi mingle with out me 😒,0
মানিয়ে নিতে পারলে জীবন সুন্দর,0
10-Aug,0
"emon ekta mirror shot dirim,😭",0
Salman Mohammad MuqtadirI think you should make roasting videos. You’d be really good at it😂,0
ভাই তুমি বেস্ট ওয়ান একদম জায়গামতো ভইরা দিলা 😂,0
এই মুহুর্তে দরকার Salman Mohammad Muqtadir এর সরকার🫡😂,0
Thank you for not posting another endorsement video,0
"Logic to ache miya😂However, the best part was about the character 😂😑",0
Brownfish is always a red flag 🤏,0
Bro cooked without oilll!!,0
মজা পাইলাম সেরা বিনোদন 😂😂😂,0
Bro even roasted himself as well. 😂,0
Vai apni ekta jinis vai...sei level er hoisy..🫡🫡🫡,0
Ufff seii laglo video ta joss joss🤣🤣,0
Best vaiiii🤣🙌Funny way te Bangladesh er situation reveal kore felcho,0
দাঁড়ায় দলকে একটা স্যালুট দেন ! 😆,0
শু চরিত্রবান পুরুষ 🤣🤣🤣এই লাইনটা বেস্ট ছিল,0
জাস্ট কাঁপাই দিছো ভাই💥,0
"Nailed it bro,you can cook all League and parties😂",0
"Puro video dekhar age ektu serious hoicilam,pore mone porlo""areee eta to salman vai""🙂",0
অভিনয় লেভেল 🤣🔥,0
No Need Oil 😅 Bro On 🔥,0
Salman Mohammad Muqtadir Boss 🫡 এই মুহূর্তে দরকার মুক্তাদিরের সরকার😆 একটা দল কে ও বাদ দেয় নি 😂,0
মজার ছলে সত্ত উঠে এসেছে👍,0
"Salman Mohammad Muqtadir ঠিকই আছে ভাই, বাদ যাবে না একটি শিশু""ও 🤣🤧😂",0
সেরাটা ভইরা দিছেন সালমান ভাই 😆👍,0
Script টা কে লিখছে ভাই? পুরাই অস্থির।🤣🙂,0
Eto positive video dekhe bhabtesi eita ki trailer naki puro cinema?,0
Salman vai ekta jinish janar chilo.... Please ektu bolen na apni kon hair gel use koren???,0
my gosh ! this is real bravery. Controversy k jodi keu controversy dite pare tahole seta hocce salman vai.,0
Salman Mohammad Muqtadir ভাই আপনি তো দাদু সহ কোনো দলকেই বাদ দেন নাই..🤦‍♂️🤣🫡,0
Salman Mohammad Muqtadir bhai election e daray jan apnakei shobai vote dibe😂🙏,0
ভাগ্যিস ঘুমাই নাই ঘুমালে এই বিনোদন মিস করতাম😂,0
ভাই সাবধানে কসাইদের থেকে 🙂,0
কাউরেই বাদ রাখলেন না 🤣🤣,0
সেরা ভাই আফনে সেরা 🤣,0
"ভিডিও টা বোঝতে পারলে, নির্বাচনের আগে অনেক কিছু বোঝার আছে তোমার। 😊",0
দেশের সবচেয়ে চরিত্রবান পুরুষ 🥲🙄  সরি ভাই হাসি আটকাইতে পারি নাই।,0
তরুনরা রাজনীতি সচেতন হলে দেশ উন্নতির দিকে এগিয়ে যাবে। দারুন। 👌,0
"Salman kintu Jamater hye khub technically ,Bimpi re basta diye dilo sometimes i thinking about like ,Salman ki akhon jamater paid agent naki😇?",0
"Only Salman Mohammad Muqtadir can pull off stuffs like this. ""এই যে, এই মেয়েটা এটা ৭১ বিরোধি"" ""আমি আবার দলে ফিরে এসেছি"" 😭🙏",0
Salman Mohammad Muqtadir Bhaiya...Ami to by born Sarkar.Amr jonno kono post thakle nomination joma ditam...! 🖐️Rup e change kore dibo. Kintu kar seta niye desh er prosason er moto obosthan e achi.,0
Comedian should be like this!🤣U upload realistic content as always!R jy hok politician hoyo na! Otherwise directly honest Kotha Bolte giye life risk a porba!🥲,0
Salman Mohammad Muqtadir Bhai Script টা  পুরাই অস্থির 🤣,0
Salman Mohammad Muqtadir এমন ভিডিও বানানোর হ্যাডম ব্রো তোমারই আছে। Perfectly cooked.🤣,0
এটারে অপেক্ষায় ছিলাম😆,0
Bro cooked Bangladesh present situation without oil 🫡😂,0
ভাইরে ভাই হাসতে হাসতে শেষ আমি,0
"Salman চরিত্রবান"" best chilo vhai best 🥹🤣",0
এটা কি ছিল ভাই 🤣,0
bro literally hired ishraq mojumder to act,0
"উনি এই দেশের সবচাইতে সু চরিত্রবান পুরুষ,,,,এটা সেরা ছিল 🤣",0
ভাই সেই বলছেন🤣,0
"Asif, nahid, hasnat mine hole ase pashe🥹🤣🤣 last er dike podotag kothay jeno dekhechi egula",0
বাদ যাবে না একটি দলও। 😂,0
"Salman Mohammad Muqtadir vai.. দেশের সব পলিটিশিয়ানদের ভরে দিলেন,  মনে হলো 🤣🤣🤣great job, ❤️",0
what a xpose level 😄,0
ekta bar amader vote diye dekhen ... eta best chilo 😂,0
সেরা ভাই সেরা🤣,0
"এমনেও ঠাপানো যায়,না ঠাপায়া 😂The man,the myth 🗿",0
"At a time when much of the media appears to have sold its identity to those in power, this brave presentation stands out as truly commendable. Hats off to you Salman Mohammad Muqtadir",0
ভাই বাশঁ টা জায়গা মতো'ই দিলেন 😁,0
দলের প্রতিক মাছ?ব্রাউন মাছকে জাতীয় মাছের স্বীকৃতি দেওয়া হোক✊,0
ভাই এই ভাষণের জন্য আপনিই সেরা 😂,0
"আর যাই হোক,গানটা জোশ হইছে😆😆",0
I won't be surprised if this guy runs for some sorta elections by making these videos. 🥴,0
ভাই মাঠে আসবেন নাকি😊,0
দেশের ইনফ্লুয়েন্সারদের এমনই হওয়া উচিত।সকল কিছুর ন্যায় দেশের রাজনৈতিকদল ও রাজনৈতিক সমস্যা নিয়েও আলোচনা-সমালোচনা মূলক ভিডিও তৈরি করবে।,0
সব কিছু নিয়ে নাটক চলতেছে.....😂,0
"Bro, he himself got confused about চরিত্রবান পুরুষ dialogue 😂😂",0
বিনোদনের অন্তারালে সমাজের সঠিক দর্পন সাদৃশ্য হয়েছে,0
Bro you are genius 😅 we only can laugh at this never ending circle..that’s the only thing left!,0
Eita kono kotha bhai!Amne kew bash dei..? 😆,0
সেরা চরিত্রবান পুরুষের যে অংশ টা৷ যাক সুন্দর অনেক এই ধরণের Content বানাতে সাহস লাগে।,0
ভাই রে ভাই এর থেকে সেরা এই মূহুর্তে কিছু হইতেই পারে না 🙅🤣,0
Funny Way তে বাংলাদেশের চিত্র তুলে ধরলেন। বর্তমান প্রেক্ষাপটে গুরুত্বপূর্ণ। সুচরিত্রবান পুরুষ সালমাম মুক্তাদির 🌚,0
হাসতে হাসতে আমি শেষ 😂😂,0
ভাই এককথায় সেরাহ্!😂,0
বাশ তো দেখি সবাইরে এক সাথে দিয়া দিলেন ভাইসেরা ভাই সেরা🫡🫡🫡,0
সময়োপযোগী ভিডিও with great humour🤣🤣,0
সেরা হইছে ভাই 🤣,0
"বক্তৃতার মধ্যে হাসি গুলো সেই লাগছে , জোশ ছিল ভিডিও টা পরবর্তী কনটেন্ট চাই , উবায়দুল কাদেরের ভাষণ আর স্টেজ ভাঙ্গার । 😅🤓",0
সেরা হইছে bro🤣,0
সেরা 😂 I am তো speechless,0
Ei gulare bole content. Shera bhai shera 👌❤️👌,0
ভাই সেরা হইছে 🤣🤣🤣,0
সেরা। সব দলকে জবাব দেওয়া হয়ে গেছে। 😂,0
একদম on point.. 🤣 জোস্ 🫶,0
"This is a punch in the face of dirty politics, disguised as a funny roasting video. Brilliant, Bold, and Brave.",0
Bhai ekdom on point hoise sob kotha 😂 sei hoise bhai NCP r jamat k jeivabe roast krlo bhai moner moto video 🤣🤣🤣🤣🤣🔥🔥🔥,0
হাসতে হাসতে বইরা দিলেন ভাইয়ে সেরা 😅👑,0
মজা পাইছি ভাইয়ে,0
ওহ ভাই সেরাহ👌মন মতো কনটেন্ট 😂,0
"Everything was good until you hear ""Desher peyaj er dam ratarati bere gese"" then you realise It's peak!🗣️Massive respect bhai.",0
বস সেরা হইছে😆,0
"সেই হইছে ভাই , একদম মন মতো👌🏻🤣",0
Script ta valo chilo! 🤣,0
ভিডিও টা অস্থির হইসে😄 অনেক হাসলাম😆,0
হাসির ভিডিও হলেও অনেক কিছু শিক্ষনীয় ছিলো,0
Dhur miya apnar vedio samne ase Amar 1 ghonta haste haste ses holo🤦🏼‍♀️...,0
gok gok gok gok,0
Sounds good 🤝,0
Pls pookie English e caption diba na ami English bugina😔,0
Maturity level 1000/10￼🥰,0
ব্যক্তি সালমান মুক্তাদির যেমনই হোক।  তার এই কথাগুলো সময়  উপযোগী..,0
that's why I said Salman muqtadir is asset,0
Bro cooked her in a different way.,0
বাংলাদেশের ইয়াং জেনারেশন এর বন্ধু ভাই সালমান মুক্তাদী🤠😎⚡,0
🫡🫡,0
Vai thik kotha bola chara thakte pare na 🙂,0
Or kopal vala vahi akhon married 😎,0
this is why I love you!,0
Absolutely right brother 👍,0
Salman Mohammad Muqtadir   Vai is best,0
🧡,0
I love your opinion about law that's the thing we all want but the question is how ? Reality is totally opposite 👌🏻,0
He is an intelligent 🧠 Guy ✔️,0
ভাই একে কনডম দিয়েই চু** দেন।,0
@followers @highlight ❤️❤️❤️🔥🔥🔥🔥,0
সালমান গুরু 🫂,0
Well said!!!,0
দুষ্ট ছেলে এখন ভদ্র হয়ে গেছে 🥹🫶🏻,0
"Correct bro, great mindset",0
Love you brother,0
Clout chasing got debunked in an instant. The Maturity I was expecting. Well done 💐❤️,0
what a psychological power move bro. She became irrevalent here!  👊,0
My bro💝,0
Very positive mind nice 👍,0
Salman Mohammad Muqtadir ❤️❤️,0
♥️,0
Salman Mohammad Muqtadir great brother right❤️or kopal valo chilo je tmr 2sc er Kotha ta sune naii .sunle hoyto 14+14=28 gushti dhuyaaa hoiya jetooo 😂😂😂,0
😎,0
সালমানের upbringing ভালো আজকের ভিডিও দেখে বুঝলাম।,0
Maturity level 🤌,0
Ai sourerbacca tor comment abar funny o hoy,0
ফকিন্নির পুত,0
তোকে জ*বা*ই দেয়া হবে।‌ রেডি থাক। 🔪,0
ঠিক  কথা  বলেছেন  ভাই,0
"যার বাবাই ছিল না ঘরে তাকে জন্ম দিছে পরে,,কোথায় পতিতালয়ের মেয়ে আর কোথায় আপনি ভাই শিক্ষিত মানুষ।",0
Shoriya aiyn.mane tu bhujen na.... Tokhon dhorshon.er.bichar totally ekdom hobe na....4 jon shakki lagbe tarpor nay bichar pabe......,0
Bro u got d point we musnt forgot d main agenda or topics rather than nonsense immature shitd man grow up girl 🥱,0
"Din sheshe Kotha ektai, sensation kinar age, Salman Bhai er chehara ar hologram dekhe kinum 😏",0
তোর সেই ভিডিও লাললে নক দিস ভাই ড্রাইভ টা দিয়ে দেব,0
এই মেয়ের বাবাও ঠিক এমন ভাবেই কন্ডমের ব্যবহার বুঝেনি! যদি বুঝতেন তাহলে আজকে এই মাগির জন্ম হইত না।  কি বলেন Salman Mohammad Muqtadir  ভাই🫡,1
"There's no point in talking about these girls, just for attention, to come into the limelight by making all these nasty comments about trendy public figures.However, the response was harsh🔥",0
Love U salman,0
👏,0
"তুমিই আসল ইনফ্লোয়েন্সার ভাই।  একই ভিডিও তে লিবারেল, কনজার্ভেটিভ সবাইকে খুশি করার মতো জিনিস রেখে দিছো",0
Fuc*****  man this is the reason I like u,0
শরীয়াহ আইন পাছার মাঝে বেত দিয়ে বার বার বাদাম দিতে হবে৷,0
who cares???,0
1000,0
Salman Mohammad Muqtadir 🥰🫶,0
"শরীয়া আইনের সাথে সাথে যেই ফ্রিডম অব স্পিচ, চয়েস সেগুলাও যাবে সেটা নিয়ে তো আপনিও ভাবেন নাই",0
Pasra or sapra whoever it is..mainly she forgot j kare niye kotha boltese...  🫠🫠🫠 amar literally funny lagse beparta,0
Bro...mane moner kotha gula kivabe jee boila deayyy✊💚💚,0
দ,0
ছাপড়ি একটা....,0
Hope the basicness spread all over Bangladesh,0
Love you bro.❤️ You're the best.✨,0
OMG! This guy is way more matured. And I love matured people.,0
"maturity Ultra level,Ei parsha ektu famous hoiya boroder respect kore na,,maybe salman muqtadir vai chance dey nai tai etto rag,,",0
তাকে কেউ মেনশন দে👀,0
